job_id,title,career_cluster,company_name,region,city,salary,experience_level,education_required,technical_skills,soft_skills,preferred_traits,work_arrangement,company_size,industry_growth,posting_date,applications_received,job_views,save_rate,job_description
58,Educational Consultant,Education,Company 58,North America,San Francisco,96280,Mid-level,Master's Degree,"Classroom Management, Learning Management Systems, Instructional Design, Assessment, Educational Technology","Creativity, Problem Solving, Adaptability, Self-Motivation","Practical, Collaborative",On-site,Enterprise (10000+),Moderate Growth,2025-03-29,425,2550,0.33,"This is a Mid-level Educational Consultant position requiring expertise in Classroom Management, Learning Management Systems, Instructional Design, Assessment, Educational Technology. The ideal candidate should have strong Creativity, Problem Solving, Adaptability, Self-Motivation skills and be Practical, Collaborative."
59,Audio Engineer,Creative Arts,Company 59,North America,Seattle,163392,Senior,Bachelor's Degree,"Photoshop, Unreal Engine, Blender, Color Theory","Emotional Intelligence, Interpersonal Skills, Teamwork","Practical, Risk-taker, People-oriented",Flexible,Medium (201-1000),Moderate Growth,2025-03-17,152,2280,0.12,"This is a Senior Audio Engineer position requiring expertise in Photoshop, Unreal Engine, Blender, Color Theory. The ideal candidate should have strong Emotional Intelligence, Interpersonal Skills, Teamwork skills and be Practical, Risk-taker, People-oriented."
60,Environmental Scientist,Science & Research,Company 60,North America,San Francisco,211495,Director,Certification,"R, Statistical Analysis, Research Methods, Scientific Instrumentation, Data Analysis, Python","Attention to Detail, Work Ethic, Time Management","Visionary, Cautious",On-site,Small (51-200),Emerging Field,2025-03-13,208,2080,0.13,"This is a Director Environmental Scientist position requiring expertise in R, Statistical Analysis, Research Methods, Scientific Instrumentation, Data Analysis, Python. The ideal candidate should have strong Attention to Detail, Work Ethic, Time Management skills and be Visionary, Cautious."
61,Human Resources Manager,Business,Company 61,South America,Sao Paulo,100707,Senior,Certification,"Tableau, SQL, Data Analysis, PowerBI, Project Management, Microsoft Excel","Self-Motivation, Work Ethic, Emotional Intelligence, Critical Thinking","Organized, Innovative",Hybrid,Small (51-200),Moderate Growth,2025-03-12,93,837,0.3,"This is a Senior Human Resources Manager position requiring expertise in Tableau, SQL, Data Analysis, PowerBI, Project Management, Microsoft Excel. The ideal candidate should have strong Self-Motivation, Work Ethic, Emotional Intelligence, Critical Thinking skills and be Organized, Innovative."
62,Healthcare Administrator,Healthcare,Company 62,Europe,Berlin,160340,Director,Certification,"Electronic Health Records, Laboratory Techniques, Patient Care, Clinical Assessment, Medical Software, Healthcare Regulations","Teamwork, Communication, Adaptability","Practical, Risk-taker",Hybrid,Large (1000+),High Growth,2025-03-11,29,406,0.12,"This is a Director Healthcare Administrator position requiring expertise in Electronic Health Records, Laboratory Techniques, Patient Care, Clinical Assessment, Medical Software, Healthcare Regulations. The ideal candidate should have strong Teamwork, Communication, Adaptability skills and be Practical, Risk-taker."
63,Product Manager,Business,Company 63,South America,Buenos Aires,335416,Executive,Certification,"Microsoft Excel, Google Analytics, Business Intelligence, Budgeting","Negotiation, Problem Solving","Independent, Organized, Task-oriented",Flexible,Enterprise (10000+),Moderate Growth,2025-03-21,230,2070,0.39,"This is a Executive Product Manager position requiring expertise in Microsoft Excel, Google Analytics, Business Intelligence, Budgeting. The ideal candidate should have strong Negotiation, Problem Solving skills and be Independent, Organized, Task-oriented."
64,Marketing Manager,Business,Company 64,Europe,Berlin,214907,Director,Associate's Degree,"SQL, Marketing, Budgeting, PowerBI","Adaptability, Critical Thinking","Risk-taker, Methodical, Practical",Remote,Small (51-200),Emerging Field,2025-04-01,499,6487,0.25,"This is a Director Marketing Manager position requiring expertise in SQL, Marketing, Budgeting, PowerBI. The ideal candidate should have strong Adaptability, Critical Thinking skills and be Risk-taker, Methodical, Practical."
65,Curriculum Developer,Education,Company 65,South America,Sao Paulo,226813,Director,Bachelor's Degree,"Learning Management Systems, Instructional Design, Classroom Management, Assessment, Educational Technology, Curriculum Development","Interpersonal Skills, Work Ethic, Negotiation","Innovative, Methodical",Hybrid,Large (1000+),Emerging Field,2025-03-14,59,885,0.16,"This is a Director Curriculum Developer position requiring expertise in Learning Management Systems, Instructional Design, Classroom Management, Assessment, Educational Technology, Curriculum Development. The ideal candidate should have strong Interpersonal Skills, Work Ethic, Negotiation skills and be Innovative, Methodical."
66,Product Manager,Business,Company 66,South America,Lima,131449,Manager,Certification,"Data Analysis, Tableau, Project Management, SQL","Critical Thinking, Creativity, Time Management, Problem Solving","Outgoing, Detail-oriented",Hybrid,Small (51-200),Slow Growth,2025-03-26,359,4308,0.24,"This is a Manager Product Manager position requiring expertise in Data Analysis, Tableau, Project Management, SQL. The ideal candidate should have strong Critical Thinking, Creativity, Time Management, Problem Solving skills and be Outgoing, Detail-oriented."
67,Laboratory Technician,Science & Research,Company 67,South America,Santiago,66099,Entry-level,High School,"Laboratory Techniques, Experimental Design, MATLAB, Research Methods, Statistical Analysis, Data Analysis","Problem Solving, Teamwork, Emotional Intelligence, Communication","Innovative, Risk-taker, Analytical",Hybrid,Medium (201-1000),High Growth,2025-03-22,211,1688,0.34,"This is a Entry-level Laboratory Technician position requiring expertise in Laboratory Techniques, Experimental Design, MATLAB, Research Methods, Statistical Analysis, Data Analysis. The ideal candidate should have strong Problem Solving, Teamwork, Emotional Intelligence, Communication skills and be Innovative, Risk-taker, Analytical."
68,Research Scientist,Science & Research,Company 68,Asia,Seoul,149081,Manager,Certification,"Scientific Writing, Data Analysis, MATLAB, Scientific Instrumentation, Laboratory Techniques, Statistical Analysis","Leadership, Emotional Intelligence, Adaptability, Communication","Adaptable, Outgoing",Hybrid,Medium (201-1000),Slow Growth,2025-03-15,223,1784,0.28,"This is a Manager Research Scientist position requiring expertise in Scientific Writing, Data Analysis, MATLAB, Scientific Instrumentation, Laboratory Techniques, Statistical Analysis. The ideal candidate should have strong Leadership, Emotional Intelligence, Adaptability, Communication skills and be Adaptable, Outgoing."
69,Research Scientist,Science & Research,Company 69,Australia,Perth,143490,Manager,Associate's Degree,"Research Methods, Python, Laboratory Techniques, Scientific Writing, Statistical Analysis","Interpersonal Skills, Communication, Teamwork, Attention to Detail","Creative, Analytical",Flexible,Large (1000+),Slow Growth,2025-03-09,115,1610,0.33,"This is a Manager Research Scientist position requiring expertise in Research Methods, Python, Laboratory Techniques, Scientific Writing, Statistical Analysis. The ideal candidate should have strong Interpersonal Skills, Communication, Teamwork, Attention to Detail skills and be Creative, Analytical."
70,Educational Consultant,Education,Company 70,North America,New York,44947,Entry-level,PhD,"Assessment, Curriculum Development, Instructional Design, Online Course Development, Educational Technology","Negotiation, Work Ethic, Emotional Intelligence, Problem Solving","Task-oriented, Collaborative",On-site,Large (1000+),Moderate Growth,2025-03-24,313,1565,0.11,"This is a Entry-level Educational Consultant position requiring expertise in Assessment, Curriculum Development, Instructional Design, Online Course Development, Educational Technology. The ideal candidate should have strong Negotiation, Work Ethic, Emotional Intelligence, Problem Solving skills and be Task-oriented, Collaborative."
71,Pharmacist,Healthcare,Company 71,Australia,Perth,96114,Mid-level,Master's Degree,"Clinical Assessment, Medical Software, Biology, Laboratory Techniques, Medical Terminology, Healthcare Regulations","Communication, Attention to Detail, Self-Motivation","Practical, Cautious, Creative",Remote,Medium (201-1000),Emerging Field,2025-03-17,492,6396,0.1,"This is a Mid-level Pharmacist position requiring expertise in Clinical Assessment, Medical Software, Biology, Laboratory Techniques, Medical Terminology, Healthcare Regulations. The ideal candidate should have strong Communication, Attention to Detail, Self-Motivation skills and be Practical, Cautious, Creative."
72,Digital Artist,Creative Arts,Company 72,Europe,Madrid,55990,Entry-level,High School,"After Effects, Sketch, Typography, Unity, Blender, 3D Modeling","Conflict Resolution, Attention to Detail, Negotiation, Problem Solving","Collaborative, Analytical",Flexible,Medium (201-1000),High Growth,2025-04-01,244,1708,0.24,"This is a Entry-level Digital Artist position requiring expertise in After Effects, Sketch, Typography, Unity, Blender, 3D Modeling. The ideal candidate should have strong Conflict Resolution, Attention to Detail, Negotiation, Problem Solving skills and be Collaborative, Analytical."
73,Mobile Developer,Technology,Company 73,Europe,Berlin,109284,Mid-level,Associate's Degree,"CI/CD, C++, React","Interpersonal Skills, Teamwork, Work Ethic","Organized, Independent",Hybrid,Enterprise (10000+),Moderate Growth,2025-03-25,392,5880,0.06,"This is a Mid-level Mobile Developer position requiring expertise in CI/CD, C++, React. The ideal candidate should have strong Interpersonal Skills, Teamwork, Work Ethic skills and be Organized, Independent."
74,Astrophysicist,Science & Research,Company 74,Africa,Johannesburg,132001,Senior,High School,"Research Methods, Scientific Writing, R, Statistical Analysis","Negotiation, Creativity, Self-Motivation, Adaptability","Collaborative, Detail-oriented",Hybrid,Enterprise (10000+),Emerging Field,2025-03-25,397,3176,0.4,"This is a Senior Astrophysicist position requiring expertise in Research Methods, Scientific Writing, R, Statistical Analysis. The ideal candidate should have strong Negotiation, Creativity, Self-Motivation, Adaptability skills and be Collaborative, Detail-oriented."
75,Operations Manager,Business,Company 75,Australia,Perth,158334,Director,High School,"SQL, Marketing, Microsoft Excel","Attention to Detail, Teamwork, Time Management, Conflict Resolution","Visionary, Independent, Analytical",Flexible,Startup (1-50),Emerging Field,2025-03-12,347,4858,0.39,"This is a Director Operations Manager position requiring expertise in SQL, Marketing, Microsoft Excel. The ideal candidate should have strong Attention to Detail, Teamwork, Time Management, Conflict Resolution skills and be Visionary, Independent, Analytical."
76,Physical Therapist,Healthcare,Company 76,North America,Austin,69525,Entry-level,Associate's Degree,"Chemistry, Patient Care, Medical Software, Electronic Health Records, Clinical Assessment, Biology","Emotional Intelligence, Communication, Critical Thinking","Methodical, People-oriented, Risk-taker",On-site,Medium (201-1000),Moderate Growth,2025-03-19,172,2408,0.07,"This is a Entry-level Physical Therapist position requiring expertise in Chemistry, Patient Care, Medical Software, Electronic Health Records, Clinical Assessment, Biology. The ideal candidate should have strong Emotional Intelligence, Communication, Critical Thinking skills and be Methodical, People-oriented, Risk-taker."
